Model,DPO2024B
Firmware Version,1.56

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,0.0002,,,
Sample Interval,3.84025e-07,,,
Filter Frequency,290000,,,
Record Length,5208,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.02,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
1.3271e-03,-0.22,-0.212,0.0056,0.0024
1.3275e-03,-0.22,-0.224,0.0048,0.008
1.3279e-03,-0.22,-0.212,0.0048,0.000799999
1.3283e-03,-0.22,-0.224,0.004,0.0104
1.3286e-03,-0.22,-0.212,0.0032,-0.0032
1.3290e-03,-0.22,-0.224,0.0016,0.0088
1.3294e-03,-0.216,-0.212,0.000799999,-0.0032
1.3298e-03,-0.216,-0.224,-5.72205e-10,0.004
1.3302e-03,-0.216,-0.212,-5.72205e-10,-0.0056
1.3306e-03,-0.22,-0.22,-0.000800001,0.004
1.3309e-03,-0.22,-0.212,-0.0016,-0.008
1.3313e-03,-0.22,-0.224,-0.0024,0.004
1.3317e-03,-0.22,-0.212,-0.0032,-0.0088
1.3321e-03,-0.22,-0.22,-0.004,-5.72205e-10
1.3325e-03,-0.22,-0.212,-0.004,-0.0152
1.3329e-03,-0.22,-0.224,-0.004,0.0096
1.3333e-03,-0.22,-0.212,-0.004,-0.0248
1.3336e-03,-0.22,-0.224,-0.004,0.02
1.3340e-03,-0.22,-0.212,-0.004,-0.0192
1.3344e-03,-0.22,-0.224,-0.0024,0.0032
1.3348e-03,-0.22,-0.216,-0.000800001,-0.0088
1.3352e-03,-0.22,-0.224,0.000799999,0.016
1.3356e-03,-0.22,-0.212,0.0016,-0.0064
1.3359e-03,-0.22,-0.224,0.0024,0.008
1.3363e-03,-0.22,-0.212,0.0032,-0.0016
1.3367e-03,-0.22,-0.224,0.004,0.0096
1.3371e-03,-0.22,-0.212,0.004,-0.0024
1.3375e-03,-0.22,-0.224,0.004,0.012
1.3379e-03,-0.22,-0.212,0.004,-0.000800001
1.3382e-03,-0.22,-0.224,0.0048,0.008
1.3386e-03,-0.22,-0.212,0.0056,0.000799999
1.3390e-03,-0.22,-0.224,0.0056,0.0096
1.3394e-03,-0.22,-0.212,0.0064,-5.72205e-10
1.3398e-03,-0.22,-0.224,0.0064,0.0128
1.3402e-03,-0.22,-0.212,0.0056,-0.000800001
1.3405e-03,-0.22,-0.224,0.0056,0.0112
1.3409e-03,-0.216,-0.212,0.0048,0.0024
1.3413e-03,-0.216,-0.224,0.0048,0.008
1.3417e-03,-0.216,-0.212,0.004,0.000799999
1.3421e-03,-0.216,-0.224,0.0024,0.008
1.3425e-03,-0.216,-0.212,0.0016,-0.0032
1.3429e-03,-0.216,-0.22,-5.72205e-10,0.008
1.3432e-03,-0.216,-0.212,-0.000800001,-0.008
1.3436e-03,-0.216,-0.22,-0.0024,0.0032
1.3440e-03,-0.216,-0.212,-0.0032,-0.0088
1.3444e-03,-0.216,-0.224,-0.0032,0.0016
1.3448e-03,-0.216,-0.212,-0.0024,-0.008
1.3452e-03,-0.216,-0.224,-0.0024,0.008
1.3455e-03,-0.216,-0.212,-0.0032,-0.0072
1.3459e-03,-0.216,-0.22,-0.004,0.0024
1.3463e-03,-0.216,-0.212,-0.004,-0.0088
1.3467e-03,-0.216,-0.22,-0.004,-5.72205e-10
1.3471e-03,-0.216,-0.212,-0.004,-0.0064
1.3475e-03,-0.216,-0.224,-0.004,-0.0016
1.3478e-03,-0.216,-0.212,-0.004,-0.0088
1.3482e-03,-0.216,-0.224,-0.0032,0.0024
1.3486e-03,-0.216,-0.212,-0.0024,-0.0072
1.3490e-03,-0.216,-0.22,-0.0016,0.0024
1.3494e-03,-0.216,-0.212,-5.72205e-10,-0.0056
1.3498e-03,-0.216,-0.22,0.000799999,0.0056
1.3501e-03,-0.216,-0.212,0.0016,-0.000800001
1.3505e-03,-0.216,-0.22,0.0024,0.0064
1.3509e-03,-0.216,-0.212,0.0032,-0.0016
1.3513e-03,-0.216,-0.22,0.0032,0.0104
1.3517e-03,-0.216,-0.212,0.0032,-0.0032
1.3521e-03,-0.216,-0.22,0.0032,0.0088
1.3525e-03,-0.216,-0.212,0.004,0.000799999
1.3528e-03,-0.216,-0.22,0.004,0.0072
1.3532e-03,-0.216,-0.212,0.0032,-0.0032
1.3536e-03,-0.216,-0.22,0.0024,0.008
1.3540e-03,-0.216,-0.212,0.0016,-0.0032
1.3544e-03,-0.216,-0.22,0.0016,0.008
1.3548e-03,-0.216,-0.212,0.0016,-0.0048
1.3551e-03,-0.216,-0.22,0.0024,0.0128
1.3555e-03,-0.216,-0.212,0.0032,-0.0016
1.3559e-03,-0.216,-0.224,0.0032,0.008
1.3563e-03,-0.216,-0.212,0.0016,-0.0032
1.3567e-03,-0.216,-0.224,0.000799999,0.0096
1.3571e-03,-0.216,-0.212,-5.72205e-10,-0.0184
1.3574e-03,-0.216,-0.22,-0.000800001,0.0216
1.3578e-03,-0.216,-0.212,-0.000800001,-0.0192
1.3582e-03,-0.216,-0.22,-0.0016,0.0112
1.3586e-03,-0.216,-0.212,-0.0016,-0.0072
1.3590e-03,-0.216,-0.22,-0.0024,0.0048
1.3594e-03,-0.216,-0.212,-0.0032,-0.0088
1.3597e-03,-0.216,-0.224,-0.004,0.0024
1.3601e-03,-0.216,-0.212,-0.0048,-0.012
1.3605e-03,-0.216,-0.22,-0.0048,-0.0016
1.3609e-03,-0.216,-0.212,-0.0048,-0.0104
1.3613e-03,-0.216,-0.224,-0.0048,-5.72205e-10
1.3617e-03,-0.216,-0.212,-0.0048,-0.02
1.3621e-03,-0.216,-0.224,-0.004,0.0112
1.3624e-03,-0.216,-0.212,-0.004,-0.0112
1.3628e-03,-0.216,-0.22,-0.0032,0.000799999
1.3632e-03,-0.216,-0.212,-0.0032,-0.0056
1.3636e-03,-0.216,-0.224,-0.0024,0.0024
1.3640e-03,-0.216,-0.212,-0.0024,-0.0088
1.3644e-03,-0.216,-0.22,-0.000800001,0.0056
1.3647e-03,-0.216,-0.212,0.0016,-0.0056
1.3651e-03,-0.216,-0.224,0.004,0.0176
1.3655e-03,-0.216,-0.212,0.0048,-0.0016
1.3659e-03,-0.216,-0.224,0.0048,0.0104
1.3663e-03,-0.216,-0.212,0.0048,-5.72205e-10
1.3667e-03,-0.216,-0.224,0.0048,0.0096
1.3670e-03,-0.216,-0.212,0.0048,0.000799999
1.3674e-03,-0.216,-0.22,0.0048,0.008
1.3678e-03,-0.216,-0.212,0.004,-5.72205e-10
1.3682e-03,-0.216,-0.22,0.0032,0.0072
1.3686e-03,-0.216,-0.212,0.0024,-0.0024
1.3690e-03,-0.216,-0.22,0.0024,0.0104
1.3693e-03,-0.216,-0.212,0.0016,-0.0024
1.3697e-03,-0.216,-0.22,0.0016,0.0056
1.3701e-03,-0.216,-0.216,0.000799999,-0.004
1.3705e-03,-0.216,-0.22,-5.72205e-10,0.0048
1.3709e-03,-0.216,-0.216,-0.0016,-0.0056
1.3713e-03,-0.216,-0.224,-0.0016,0.0056
1.3717e-03,-0.216,-0.212,-0.0024,-0.0088
1.3720e-03,-0.216,-0.22,-0.0032,0.0024
1.3724e-03,-0.216,-0.212,-0.004,-0.0096
1.3728e-03,-0.216,-0.224,-0.0048,0.0024
1.3732e-03,-0.216,-0.212,-0.0056,-0.0088
1.3736e-03,-0.216,-0.224,-0.0064,-0.0016
1.3740e-03,-0.216,-0.212,-0.0072,-0.0128
1.3743e-03,-0.216,-0.22,-0.0064,-0.0024
1.3747e-03,-0.216,-0.212,-0.0048,-0.0112
1.3751e-03,-0.216,-0.22,-0.0032,0.0088
1.3755e-03,-0.216,-0.212,-0.0024,-0.0064
1.3759e-03,-0.216,-0.22,-0.0016,0.0024
1.3763e-03,-0.216,-0.212,-0.0016,-0.0056
1.3766e-03,-0.216,-0.22,-0.000800001,0.0032
1.3770e-03,-0.216,-0.212,-5.72205e-10,-0.004
1.3774e-03,-0.216,-0.22,-5.72205e-10,0.004
1.3778e-03,-0.216,-0.212,0.000799999,-0.004
1.3782e-03,-0.216,-0.224,0.000799999,0.0064
1.3786e-03,-0.216,-0.212,0.0016,-0.0024
1.3789e-03,-0.216,-0.22,0.0024,0.0072
1.3793e-03,-0.216,-0.212,0.0024,-0.000800001
1.3797e-03,-0.216,-0.22,0.0032,0.0064
1.3801e-03,-0.216,-0.212,0.004,-0.000800001
1.3805e-03,-0.216,-0.22,0.0048,0.0096
1.3809e-03,-0.216,-0.212,0.0048,-0.000800001
1.3813e-03,-0.216,-0.224,0.0048,0.0096
1.3816e-03,-0.216,-0.212,0.0048,0.000799999
1.3820e-03,-0.216,-0.22,0.004,0.0096
1.3824e-03,-0.216,-0.212,0.004,-5.72205e-10
1.3828e-03,-0.216,-0.22,0.0032,0.0088
1.3832e-03,-0.216,-0.212,0.0024,-0.0016
1.3836e-03,-0.216,-0.22,0.000799999,0.0072
1.3839e-03,-0.216,-0.212,-0.000800001,-0.0064
1.3843e-03,-0.216,-0.224,-0.0016,0.0056
1.3847e-03,-0.216,-0.212,-0.0016,-0.0072
1.3851e-03,-0.216,-0.22,-0.0016,0.0088
1.3855e-03,-0.216,-0.212,-0.0016,-0.0072
1.3859e-03,-0.216,-0.22,-0.0024,0.004
1.3862e-03,-0.216,-0.212,-0.0024,-0.008
1.3866e-03,-0.216,-0.224,-0.0032,0.0024
1.3870e-03,-0.216,-0.212,-0.004,-0.008
1.3874e-03,-0.216,-0.22,-0.0048,0.000799999
1.3878e-03,-0.216,-0.212,-0.0048,-0.008
1.3882e-03,-0.216,-0.22,-0.004,-0.0016
1.3885e-03,-0.216,-0.212,-0.0032,-0.008
1.3889e-03,-0.216,-0.22,-0.0032,0.0016
1.3893e-03,-0.216,-0.212,-0.0024,-0.0072
1.3897e-03,-0.216,-0.22,-0.0016,0.0024
1.3901e-03,-0.216,-0.212,-0.0016,-0.0048
1.3905e-03,-0.216,-0.22,-0.000800001,0.000799999
1.3909e-03,-0.216,-0.212,-0.000800001,-0.0048
1.3912e-03,-0.216,-0.22,-5.72205e-10,0.0032
1.3916e-03,-0.216,-0.212,0.000799999,-0.004
1.3920e-03,-0.216,-0.224,0.0016,0.0072
1.3924e-03,-0.216,-0.212,0.0024,-0.0024
1.3928e-03,-0.216,-0.22,0.0032,0.0088
1.3932e-03,-0.216,-0.212,0.0032,-5.72205e-10
1.3935e-03,-0.216,-0.22,0.0024,0.008
1.3939e-03,-0.216,-0.212,0.0024,-0.0048
1.3943e-03,-0.216,-0.22,0.0032,0.0088
1.3947e-03,-0.216,-0.212,0.004,-0.0032
1.3951e-03,-0.216,-0.224,0.0056,0.016
1.3955e-03,-0.216,-0.212,0.0056,0.0016
1.3958e-03,-0.216,-0.224,0.0048,0.0128
1.3962e-03,-0.216,-0.212,0.004,0.0024
1.3966e-03,-0.216,-0.22,0.004,0.0064
1.3970e-03,-0.216,-0.212,0.0032,-0.0024
1.3974e-03,-0.216,-0.22,0.0024,0.0096
1.3978e-03,-0.216,-0.212,0.0016,-0.004
1.3982e-03,-0.216,-0.22,0.000799999,0.0064
1.3985e-03,-0.216,-0.212,-5.72205e-10,-0.0024
1.3989e-03,-0.216,-0.22,-5.72205e-10,0.004
1.3993e-03,-0.216,-0.212,-0.000800001,-0.0056
1.3997e-03,-0.216,-0.22,-0.0016,0.004
1.4001e-03,-0.216,-0.212,-0.0024,-0.0088
1.4005e-03,-0.216,-0.22,-0.004,0.0024
1.4008e-03,-0.216,-0.212,-0.0048,-0.0096
1.4012e-03,-0.216,-0.224,-0.0056,-0.000800001
1.4016e-03,-0.216,-0.212,-0.0048,-0.0208
1.4020e-03,-0.216,-0.22,-0.0048,0.012
1.4024e-03,-0.216,-0.212,-0.004,-0.0104
1.4028e-03,-0.216,-0.224,-0.004,0.0024
1.4031e-03,-0.216,-0.212,-0.004,-0.0104
1.4035e-03,-0.216,-0.22,-0.004,0.0024
1.4039e-03,-0.216,-0.212,-0.004,-0.0112
1.4043e-03,-0.216,-0.22,-0.0032,0.0024
1.4047e-03,-0.216,-0.212,-0.0024,-0.0064
1.4051e-03,-0.216,-0.22,-0.000800001,0.0104
1.4054e-03,-0.216,-0.212,0.000799999,-0.0064
1.4058e-03,-0.216,-0.224,0.0016,0.0112
1.4062e-03,-0.216,-0.212,0.0024,-0.0024
1.4066e-03,-0.216,-0.224,0.0024,0.008
1.4070e-03,-0.216,-0.212,0.0024,-0.0024
1.4074e-03,-0.216,-0.22,0.0032,0.0072
1.4078e-03,-0.216,-0.212,0.0048,-0.000800001
1.4081e-03,-0.216,-0.224,0.0056,0.0096
1.4085e-03,-0.216,-0.212,0.0056,-5.72205e-10
1.4089e-03,-0.216,-0.224,0.0056,0.012
1.4093e-03,-0.216,-0.212,0.0056,0.0016
1.4097e-03,-0.216,-0.224,0.0056,0.0112
1.4101e-03,-0.216,-0.212,0.0056,0.0016
1.4104e-03,-0.216,-0.224,0.0048,0.0088
1.4108e-03,-0.216,-0.212,0.004,0.0016
1.4112e-03,-0.216,-0.22,0.0032,0.0072
1.4116e-03,-0.216,-0.212,0.0016,-0.0048
1.4120e-03,-0.216,-0.22,-5.72205e-10,0.0064
1.4124e-03,-0.216,-0.212,-0.0016,-0.0072
1.4127e-03,-0.216,-0.22,-0.0024,0.0024
1.4131e-03,-0.216,-0.212,-0.0032,-0.0096
1.4135e-03,-0.216,-0.224,-0.004,0.0032
1.4139e-03,-0.216,-0.212,-0.0048,-0.0096
1.4143e-03,-0.216,-0.224,-0.0056,-0.000800001
1.4147e-03,-0.216,-0.212,-0.0056,-0.0136
1.4150e-03,-0.216,-0.22,-0.0048,0.0032
1.4154e-03,-0.216,-0.212,-0.0032,-0.0104
1.4158e-03,-0.216,-0.22,-0.0032,0.0056
1.4162e-03,-0.216,-0.212,-0.0032,-0.0304
1.4166e-03,-0.216,-0.224,-0.0032,0.02
1.4170e-03,-0.216,-0.212,-0.0032,-0.02
1.4174e-03,-0.216,-0.224,-0.0032,0.0152
1.4177e-03,-0.216,-0.212,-0.0024,-0.0176
1.4181e-03,-0.216,-0.224,-0.0024,0.008
1.4185e-03,-0.22,-0.212,-0.0024,-0.0112
1.4189e-03,-0.216,-0.224,-0.0024,0.008
1.4193e-03,-0.216,-0.212,-0.0024,-0.0112
1.4197e-03,-0.216,-0.22,-0.000800001,0.0048
1.4200e-03,-0.216,-0.212,0.000799999,-0.0048
1.4204e-03,-0.216,-0.22,0.0016,0.0088
1.4208e-03,-0.216,-0.212,0.0024,-0.0032
1.4212e-03,-0.216,-0.224,0.0032,0.008
1.4216e-03,-0.216,-0.212,0.0048,-0.0016
1.4220e-03,-0.216,-0.22,0.0064,0.012
1.4223e-03,-0.216,-0.212,0.0064,0.0032
1.4227e-03,-0.216,-0.224,0.0056,0.012
1.4231e-03,-0.216,-0.212,0.004,-0.0016
1.4235e-03,-0.216,-0.22,0.0024,0.0112
1.4239e-03,-0.216,-0.212,-5.72205e-10,-0.0088
1.4243e-03,-0.216,-0.22,-0.000800001,0.0048
1.4246e-03,-0.216,-0.212,-0.000800001,-0.0064
1.4250e-03,-0.216,-0.224,-0.000800001,0.0032
1.4254e-03,-0.216,-0.212,-0.0016,-0.0064
1.4258e-03,-0.216,-0.22,-0.0024,0.0104
1.4262e-03,-0.216,-0.212,-0.004,-0.0104
1.4266e-03,-0.216,-0.22,-0.004,0.0016
1.4270e-03,-0.216,-0.212,-0.0032,-0.0096
1.4273e-03,-0.216,-0.22,-0.0024,0.0024
1.4277e-03,-0.216,-0.212,-0.0016,-0.004
1.4281e-03,-0.216,-0.22,-0.0024,0.0016
1.4285e-03,-0.216,-0.212,-0.0032,-0.008
1.4289e-03,-0.216,-0.224,-0.004,0.0016
1.4293e-03,-0.216,-0.212,-0.0048,-0.008
1.4296e-03,-0.216,-0.22,-0.0048,-0.000800001
1.4300e-03,-0.216,-0.212,-0.004,-0.0096
1.4304e-03,-0.216,-0.22,-0.0032,-5.72205e-10
1.4308e-03,-0.216,-0.212,-0.0024,-0.0048
1.4312e-03,-0.216,-0.22,-0.0032,-5.72205e-10
1.4316e-03,-0.216,-0.212,-0.0048,-0.0104
1.4319e-03,-0.216,-0.224,-0.0048,-0.000800001
1.4323e-03,-0.216,-0.212,-0.0032,-0.008
1.4327e-03,-0.216,-0.22,-0.0024,0.004
1.4331e-03,-0.216,-0.212,-0.000800001,-0.0056
1.4335e-03,-0.216,-0.224,-5.72205e-10,0.004
1.4339e-03,-0.216,-0.212,-5.72205e-10,-0.0056
1.4342e-03,-0.216,-0.22,-5.72205e-10,0.004
1.4346e-03,-0.216,-0.212,0.000799999,-0.0048
1.4350e-03,-0.216,-0.22,0.0024,0.008
1.4354e-03,-0.216,-0.212,0.004,-0.0048
1.4358e-03,-0.216,-0.224,0.0048,0.0152
1.4362e-03,-0.216,-0.212,0.0056,0.0032
1.4366e-03,-0.216,-0.22,0.0064,0.0104
1.4369e-03,-0.216,-0.212,0.0056,0.0032
1.4373e-03,-0.216,-0.22,0.0048,0.0088
1.4377e-03,-0.216,-0.212,0.004,-0.000800001
1.4381e-03,-0.216,-0.22,0.0032,0.0104
1.4385e-03,-0.216,-0.212,0.0024,-0.0032
1.4389e-03,-0.216,-0.22,0.0016,0.0096
1.4392e-03,-0.216,-0.212,0.000799999,-0.0032
1.4396e-03,-0.216,-0.224,-5.72205e-10,0.008
1.4400e-03,-0.216,-0.212,-0.0016,-0.0096
1.4404e-03,-0.216,-0.22,-0.0024,0.0032
1.4408e-03,-0.216,-0.212,-0.0024,-0.0064
1.4412e-03,-0.216,-0.22,-0.0032,0.0048
1.4415e-03,-0.216,-0.212,-0.004,-0.0096
1.4419e-03,-0.216,-0.22,-0.0048,0.0016
1.4423e-03,-0.216,-0.212,-0.0056,-0.0184
1.4427e-03,-0.216,-0.22,-0.0064,0.012
1.4431e-03,-0.216,-0.212,-0.0064,-0.012
1.4435e-03,-0.216,-0.22,-0.0064,0.000799999
1.4438e-03,-0.216,-0.212,-0.0064,-0.012
1.4442e-03,-0.216,-0.22,-0.0064,-0.0024
1.4446e-03,-0.216,-0.212,-0.0056,-0.0128
1.4450e-03,-0.216,-0.224,-0.0048,0.0016
1.4454e-03,-0.216,-0.212,-0.004,-0.0104
1.4458e-03,-0.216,-0.22,-0.0032,0.0056
1.4462e-03,-0.216,-0.212,-0.0016,-0.0072
1.4465e-03,-0.216,-0.22,-5.72205e-10,0.004
1.4469e-03,-0.216,-0.212,0.000799999,-0.0032
1.4473e-03,-0.216,-0.22,0.0016,0.0064
1.4477e-03,-0.216,-0.212,0.0016,-0.004
1.4481e-03,-0.216,-0.224,0.000799999,0.0064
1.4485e-03,-0.216,-0.212,0.000799999,-0.0016
1.4488e-03,-0.216,-0.22,0.0016,0.0032
1.4492e-03,-0.216,-0.212,0.0024,-0.004
1.4496e-03,-0.216,-0.22,0.0032,0.0088
1.4500e-03,-0.216,-0.212,0.004,-0.000800001
1.4504e-03,-0.216,-0.224,0.004,0.0088
1.4508e-03,-0.216,-0.212,0.0032,-0.000800001
1.4511e-03,-0.216,-0.22,0.0024,0.008
1.4515e-03,-0.216,-0.212,0.0016,-0.0032
1.4519e-03,-0.216,-0.224,0.0016,0.0048
1.4523e-03,-0.216,-0.212,0.000799999,-0.004
1.4527e-03,-0.216,-0.22,0.000799999,0.0056
1.4531e-03,-0.216,-0.212,-0.000800001,-0.0048
1.4535e-03,-0.216,-0.224,-0.0016,0.0056
1.4538e-03,-0.216,-0.212,-0.0032,-0.0096
1.4542e-03,-0.216,-0.22,-0.004,0.0016
1.4546e-03,-0.216,-0.212,-0.004,-0.0128
1.4550e-03,-0.216,-0.22,-0.004,0.0056
1.4554e-03,-0.216,-0.212,-0.004,-0.0096
1.4558e-03,-0.216,-0.22,-0.004,0.008
1.4561e-03,-0.216,-0.212,-0.004,-0.0096
1.4565e-03,-0.216,-0.224,-0.0048,0.0016
1.4569e-03,-0.216,-0.212,-0.0056,-0.0104
1.4573e-03,-0.216,-0.22,-0.0064,-0.0016
1.4577e-03,-0.216,-0.212,-0.0064,-0.012
1.4581e-03,-0.216,-0.224,-0.0064,-0.000800001
1.4584e-03,-0.216,-0.212,-0.0056,-0.0104
1.4588e-03,-0.216,-0.224,-0.0056,-0.000800001
1.4592e-03,-0.216,-0.212,-0.0048,-0.0072
1.4596e-03,-0.216,-0.224,-0.0032,-0.0016
1.4600e-03,-0.216,-0.212,-0.0024,-0.008
1.4604e-03,-0.216,-0.224,-0.0016,0.000799999
1.4607e-03,-0.216,-0.212,-0.000800001,-0.0048
1.4611e-03,-0.216,-0.22,-5.72205e-10,0.0024
1.4615e-03,-0.216,-0.212,-5.72205e-10,-0.0064
1.4619e-03,-0.216,-0.224,0.0016,0.0056
1.4623e-03,-0.216,-0.212,0.0024,-0.000800001
1.4627e-03,-0.216,-0.22,0.0032,0.0064
1.4631e-03,-0.216,-0.212,0.0032,-0.0032
1.4634e-03,-0.216,-0.22,0.0024,0.0072
1.4638e-03,-0.216,-0.212,0.0024,-0.004
1.4642e-03,-0.216,-0.22,0.0016,0.0096
1.4646e-03,-0.216,-0.212,0.0024,-0.0024
1.4650e-03,-0.216,-0.22,0.0032,0.0064
1.4654e-03,-0.216,-0.212,0.004,-0.0024
1.4657e-03,-0.216,-0.224,0.004,0.0152
1.4661e-03,-0.216,-0.212,0.004,-0.0016
1.4665e-03,-0.216,-0.22,0.004,0.0088
1.4669e-03,-0.216,-0.212,0.004,-5.72205e-10
1.4673e-03,-0.216,-0.224,0.0032,0.0072
1.4677e-03,-0.216,-0.212,0.0032,-5.72205e-10
1.4680e-03,-0.216,-0.224,0.0032,0.0072
1.4684e-03,-0.216,-0.212,0.0032,0.000799999
1.4688e-03,-0.216,-0.22,0.0032,0.0064
1.4692e-03,-0.216,-0.212,0.0032,-5.72205e-10
1.4696e-03,-0.216,-0.22,0.0032,0.0048
1.4700e-03,-0.216,-0.212,0.0032,0.000799999
1.4703e-03,-0.216,-0.224,0.0032,0.0056
1.4707e-03,-0.216,-0.212,0.0032,0.0016
1.4711e-03,-0.216,-0.22,0.0032,0.0056
1.4715e-03,-0.216,-0.212,0.004,0.0016
1.4719e-03,-0.216,-0.224,0.004,0.0064
1.4723e-03,-0.216,-0.212,0.004,0.0024
1.4727e-03,-0.216,-0.22,0.004,0.008
1.4730e-03,-0.216,-0.212,0.004,0.0016
1.4734e-03,-0.216,-0.22,0.004,0.0064
1.4738e-03,-0.216,-0.212,0.004,0.0016
1.4742e-03,-0.216,-0.22,0.0032,0.0056
1.4746e-03,-0.216,-0.212,0.0032,0.000799999
1.4750e-03,-0.216,-0.22,0.0032,0.0056
1.4753e-03,-0.216,-0.212,0.0032,0.000799999
1.4757e-03,-0.216,-0.22,0.0032,0.0056
1.4761e-03,-0.216,-0.212,0.0032,0.000799999
1.4765e-03,-0.216,-0.22,0.0032,0.0048
1.4769e-03,-0.216,-0.212,0.0032,0.0016
1.4773e-03,-0.216,-0.224,0.0032,0.0048
1.4776e-03,-0.216,-0.212,0.0032,0.000799999
1.4780e-03,-0.216,-0.22,0.0032,0.0048
1.4784e-03,-0.216,-0.212,0.0032,0.000799999
1.4788e-03,-0.216,-0.22,0.0032,0.0048
1.4792e-03,-0.216,-0.212,0.0032,0.0016
1.4796e-03,-0.216,-0.22,0.0032,0.0048
1.4799e-03,-0.216,-0.212,0.0032,0.000799999
1.4803e-03,-0.216,-0.22,0.0024,0.0056
1.4807e-03,-0.216,-0.212,0.0024,0.000799999
1.4811e-03,-0.216,-0.22,0.0024,0.0048
1.4815e-03,-0.216,-0.212,0.0024,0.000799999
1.4819e-03,-0.216,-0.22,0.0024,0.0048
1.4823e-03,-0.216,-0.212,0.0024,-5.72205e-10
1.4826e-03,-0.216,-0.224,0.0024,0.0048
1.4830e-03,-0.216,-0.212,0.0024,0.000799999
1.4834e-03,-0.216,-0.22,0.0032,0.0056
1.4838e-03,-0.216,-0.212,0.0032,0.0016
1.4842e-03,-0.216,-0.224,0.0032,0.0056
1.4846e-03,-0.216,-0.212,0.0032,0.0016
1.4849e-03,-0.216,-0.22,0.0032,0.0056
1.4853e-03,-0.216,-0.212,0.0032,0.000799999
1.4857e-03,-0.216,-0.22,0.0024,0.0048
1.4861e-03,-0.216,-0.212,0.0024,0.000799999
1.4865e-03,-0.216,-0.22,0.0024,0.0048
1.4869e-03,-0.216,-0.212,0.0016,-5.72205e-10
1.4872e-03,-0.216,-0.224,0.0016,0.004
1.4876e-03,-0.216,-0.212,0.0016,-5.72205e-10
1.4880e-03,-0.216,-0.22,0.0016,0.004
1.4884e-03,-0.216,-0.212,0.0016,-5.72205e-10
1.4888e-03,-0.216,-0.22,0.0024,0.004
1.4892e-03,-0.216,-0.212,0.0024,0.000799999
1.4895e-03,-0.216,-0.22,0.0024,0.004
1.4899e-03,-0.216,-0.212,0.0024,0.000799999
1.4903e-03,-0.216,-0.224,0.0024,0.0048
1.4907e-03,-0.216,-0.212,0.0024,0.000799999
1.4911e-03,-0.216,-0.224,0.0024,0.0048
1.4915e-03,-0.216,-0.212,0.0024,-5.72205e-10
1.4919e-03,-0.216,-0.224,0.0024,0.0048
1.4922e-03,-0.216,-0.212,0.0024,0.000799999
1.4926e-03,-0.216,-0.224,0.0024,0.004
1.4930e-03,-0.216,-0.212,0.0024,-5.72205e-10
1.4934e-03,-0.216,-0.224,0.0024,0.004
1.4938e-03,-0.216,-0.212,0.0024,0.000799999
1.4942e-03,-0.216,-0.224,0.0024,0.004
1.4945e-03,-0.216,-0.212,0.0024,0.000799999
1.4949e-03,-0.216,-0.224,0.0024,0.0048
1.4953e-03,-0.216,-0.212,0.0032,0.000799999
1.4957e-03,-0.216,-0.22,0.0032,0.0048
1.4961e-03,-0.216,-0.212,0.0032,0.0016
1.4965e-03,-0.216,-0.22,0.0032,0.0056
1.4968e-03,-0.216,-0.212,0.0032,0.0016
1.4972e-03,-0.216,-0.22,0.0032,0.0056
1.4976e-03,-0.216,-0.212,0.0032,0.000799999
1.4980e-03,-0.216,-0.22,0.0032,0.0048
1.4984e-03,-0.216,-0.212,0.0032,0.000799999
1.4988e-03,-0.216,-0.224,0.0024,0.0048
1.4991e-03,-0.216,-0.212,0.0024,0.000799999
1.4995e-03,-0.216,-0.22,0.0024,0.004
1.4999e-03,-0.216,-0.212,0.0024,0.000799999
1.5003e-03,-0.216,-0.22,0.0024,0.0048
1.5007e-03,-0.216,-0.212,0.0024,0.000799999
1.5011e-03,-0.216,-0.22,0.0024,0.004
1.5015e-03,-0.216,-0.212,0.0024,0.000799999
1.5018e-03,-0.216,-0.22,0.0032,0.0048
1.5022e-03,-0.216,-0.212,0.0032,0.000799999
1.5026e-03,-0.216,-0.224,0.0032,0.0048
1.5030e-03,-0.216,-0.212,0.0032,0.0016
1.5034e-03,-0.216,-0.22,0.0032,0.0048
1.5038e-03,-0.216,-0.212,0.0032,0.000799999
1.5041e-03,-0.216,-0.22,0.0024,0.0048
1.5045e-03,-0.216,-0.212,0.0024,0.000799999
1.5049e-03,-0.216,-0.22,0.0024,0.004
1.5053e-03,-0.216,-0.212,0.0024,-5.72205e-10
1.5057e-03,-0.216,-0.22,0.0024,0.004
1.5061e-03,-0.216,-0.212,0.0024,0.000799999
1.5064e-03,-0.216,-0.224,0.0024,0.004
1.5068e-03,-0.216,-0.212,0.0024,0.000799999
1.5072e-03,-0.216,-0.22,0.0024,0.0048
1.5076e-03,-0.216,-0.212,0.0024,0.000799999
1.5080e-03,-0.216,-0.224,0.0024,0.004
1.5084e-03,-0.216,-0.212,0.0032,0.000799999
1.5087e-03,-0.216,-0.224,0.0032,0.0048
1.5091e-03,-0.216,-0.212,0.0032,0.0016
