Timestamp: 74.9995.
X	Y	X_pix	Y_pix	X_mm	Y_mm	U_m_s	V_m_s
0	0	-38.5	-448.5	-1.06610392685980004	-12.41941843181849947	NaN	NaN
1	0	-22.5	-448.5	-0.62304775929078504	-12.41941843181849947	-0.00617386903645128	-0.00196978860346677
2	0	-6.5	-448.5	-0.17999157716985800	-12.41941843181849947	-0.00214965666812152	-0.00061831288024281
3	0	9.5	-448.5	0.26306460495106898	-12.41941843181849947	-0.00019911924417587	0.00019005248213783
4	0	25.5	-448.5	0.70612080162391100	-12.41941843181849947	0.01082111895169465	0.00220602981674845
5	0	41.5	-448.5	1.14917696919291989	-12.41941843181849947	0.01721984777336321	0.00242558021932206
6	0	57.5	-448.5	1.59223307855426999	-12.41941843181849947	0.01827077084758064	0.00221424616758444
7	0	73.5	-448.5	2.03528930433094990	-12.41941843181849947	0.01801728846918199	-0.00235318080990084
8	0	89.5	-448.5	2.47834553010762004	-12.41941843181849947	0.01821431201201667	-0.00685964547003596
9	0	105.5	-448.5	2.92140175588429019	-12.41941843181849947	0.01811752098275396	-0.00712077519362537
10	0	121.5	-448.5	3.36445774883031978	-12.41941843181849947	0.01771692071176496	-0.00751803879440656
11	0	137.5	-448.5	3.80751397460698993	-12.41941843181849947	-0.00109312826751100	-0.00253157960795268
12	0	153.5	-448.5	4.25057020038365962	-12.41941843181849947	-0.00056398902053224	-0.00227083307038563
13	0	169.5	-448.5	4.69362642616033998	-12.41941843181849947	-0.00015631672239057	-0.00199453348591017
14	0	185.5	-448.5	5.13668265193700968	-12.41941843181849947	0.01749823069460188	-0.00640675773137395
15	0	201.5	-448.5	5.57973887771368027	-12.41941843181849947	0.01671370270796577	-0.00610149273158870
16	0	217.5	-448.5	6.02279510349034997	-12.41941843181849947	0.00026321019289267	-0.00352521783490313
17	0	233.5	-448.5	6.46585086360574035	-12.41941843181849947	-0.00020445770470348	-0.00606632037412043
18	0	249.5	-448.5	6.90890708938241005	-12.41941843181849947	0.03062448155909033	-0.01169404633100466
19	0	265.5	-448.5	7.35196331515907975	-12.41941843181849947	-0.00251765721081439	-0.00679596766873160
20	0	281.5	-448.5	7.79501954093575034	-12.41941843181849947	0.02192410828072960	-0.00594103763614565
21	0	297.5	-448.5	8.23807530105113983	-12.41941843181849947	0.02257974425584416	-0.00547704289370714
22	0	313.5	-448.5	8.68113152682781042	-12.41941843181849947	0.02221396047054321	-0.00489444756763096
23	0	329.5	-448.5	9.12418775260447923	-12.41941843181849947	0.03379164464031414	-0.00605486160919578
24	0	345.5	-448.5	9.56724397838116047	-12.41941843181849947	0.02358620914060513	-0.00643618296297693
25	0	361.5	-448.5	10.01030020415780086	-12.41941843181849947	0.02584684048065301	-0.00862732447409248
26	0	377.5	-448.5	10.45335642993449987	-12.41941843181849947	0.01596384012057624	-0.00640392045095998
27	0	393.5	-448.5	10.89641265571120066	-12.41941843181849947	-0.00003036164844488	-0.00131756580666751
28	0	409.5	-448.5	11.33946888148780019	-12.41941843181849947	0.00091774407288288	-0.00080648600259111
29	0	425.5	-448.5	11.78252510726449920	-12.41941843181849947	0.00146315019701281	0.00009092037147501
30	0	441.5	-448.5	12.22558133304119998	-12.41941843181849947	0.00192363937922024	0.00062827290069191
31	0	457.5	-448.5	12.66863755881790077	-12.41941843181849947	0.03463154694495916	-0.00129536711245713
32	0	473.5	-448.5	13.11169378459450030	-12.41941843181849947	0.01783774126123368	0.00140321922858054
33	0	489.5	-448.5	13.55475001037119931	-12.41941843181849947	0.02784485096037767	0.00188733601518208
34	0	505.5	-448.5	13.99780623614790009	-12.41941843181849947	0.03375531671648749	0.00299002275854363
35	0	521.5	-448.5	14.44086246192460088	-12.41941843181849947	0.02252503973321577	0.00164688342378857
36	0	537.5	-448.5	14.88391868770120041	-12.41941843181849947	0.00194700533445461	0.00168346052950850
37	0	553.5	-448.5	15.32697491347789942	-12.41941843181849947	0.00179793407157098	0.00143117390384916
38	0	569.5	-448.5	15.77003113925460021	-12.41941843181849947	0.00164792934852900	0.00124161479711065
39	0	585.5	-448.5	16.21308736503119974	-12.41941843181849947	0.00105891625274425	0.00110824066786899
40	0	601.5	-448.5	16.65614359080790052	-12.41941843181849947	0.02540557491196900	0.00583540499389811
41	0	617.5	-448.5	17.09919981658460131	-12.41941843181849947	0.01618965934057000	0.00181383460721159
42	0	633.5	-448.5	17.54225604236129854	-12.41941843181849947	0.02371144334670783	0.00238611656214522
43	0	649.5	-448.5	17.98531226813789985	-12.41941843181849947	0.02753319839494982	0.00168217772175381
44	0	665.5	-448.5	18.42836849391460063	-12.41941843181849947	0.00081942112165728	0.00309369035027721
45	0	681.5	-448.5	18.87142471969130142	-12.41941843181849947	0.02879939119274724	0.00161485421903124
46	0	697.5	-448.5	19.31448094546789918	-12.41941843181849947	0.02892968000207412	0.00126329505642409
47	0	713.5	-448.5	19.75753717124459996	-12.41941843181849947	-0.00020180968175179	0.00647294396582889
48	0	729.5	-448.5	20.20059339702130075	-12.41941843181849947	0.01984262257825978	0.00130628233626297
49	0	745.5	-448.5	20.64364776015279901	-12.41941843181849947	0.01455256363713436	0.00199047177201853
50	0	761.5	-448.5	21.08670398592949979	-12.41941843181849947	-0.00153859353525547	0.00699856338917856
51	0	777.5	-448.5	21.52976021170620058	-12.41941843181849947	-0.00130536241312587	0.00643699756148523
52	0	793.5	-448.5	21.97281643748279834	-12.41941843181849947	-0.00113115679779219	0.00617695996762645
53	0	809.5	-448.5	22.41587266325949912	-12.41941843181849947	-0.00110476020065292	0.00598829641738679
54	0	825.5	-448.5	22.85892888903619991	-12.41941843181849947	0.03934440493471198	0.00022581873754351
55	0	841.5	-448.5	23.30198511481290069	-12.41941843181849947	0.02539962436759649	0.00270746304792469
56	0	857.5	-448.5	23.74504134058949845	-12.41941843181849947	0.04031654673129573	-0.00649122171796184
57	0	873.5	-448.5	24.18809756636619923	-12.41941843181849947	-0.00155518622539627	0.00395541433318555
58	0	889.5	-448.5	24.63115379214290002	-12.41941843181849947	-0.00183632836556307	0.00349328578468700
59	0	905.5	-448.5	25.07421001791950133	-12.41941843181849947	-0.00186538647314961	0.00308682648619260
60	0	921.5	-448.5	25.51726624369619856	-12.41941843181849947	0.03531762658470799	-0.00850536159152916
61	0	937.5	-448.5	25.96032246947289934	-12.41941843181849947	0.03991747399759545	-0.00469465884264007
62	0	953.5	-448.5	26.40337869524960013	-12.41941843181849947	0.02549845348455539	-0.00274721894173859
63	0	969.5	-448.5	26.84643492102620144	-12.41941843181849947	0.03429977515668163	0.00279436179655210
64	0	985.5	-448.5	27.28949114680289867	-12.41941843181849947	0.03491864207276573	0.00333532784374459
65	0	1001.5	-448.5	27.73254737257959945	-12.41941843181849947	0.03414493186641702	0.00677405074266607
66	0	1017.5	-448.5	28.17560359835620076	-12.41941843181849947	0.03582884531163958	0.00779907003005044
67	0	1033.5	-448.5	28.61865982413290155	-12.41941843181849947	0.03532916511900666	0.00797938833025416
68	0	1049.5	-448.5	29.06171604990959878	-12.41941843181849947	-0.00178732751826346	0.00346177688194503
69	0	1065.5	-448.5	29.50477227568629957	-12.41941843181849947	0.03586699649393677	0.00654907976563101
70	0	1081.5	-448.5	29.94782850146290087	-12.41941843181849947	-0.00153014854708826	0.00368339601327622
71	0	1097.5	-448.5	30.39088472723960166	-12.41941843181849947	-0.00109778870074077	0.00407341885866538
72	0	1113.5	-448.5	30.83394095301629889	-12.41941843181849947	0.02470056829445302	0.00506900661684290
73	0	1129.5	-448.5	31.27699717879299968	-12.41941843181849947	0.03392950307623388	0.00301015771075168
74	0	1145.5	-448.5	31.72005340456960099	-12.41941843181849947	0.02579935683628197	0.00045354812408454
75	0	1161.5	-448.5	32.16310963034629822	-12.41941843181849947	0.03815305736613570	0.00353724483775610
76	0	1177.5	-448.5	32.60616585612299900	-12.41941843181849947	0.04010508438879243	0.00351462195513168
77	0	1193.5	-448.5	33.04922208189960031	-12.41941843181849947	0.03933143747487164	0.00541816985669279
78	0	1209.5	-448.5	33.49227830767630110	-12.41941843181849947	0.03526139465525858	-0.00204122279428245
79	0	1225.5	-448.5	33.93533453345300188	-12.41941843181849947	-0.00017558970972276	0.00294125688751930
80	0	1241.5	-448.5	34.37839075922970267	-12.41941843181849947	0.00007455419532035	0.00232713624919001
81	0	1257.5	-448.5	34.82144698500629687	-12.41941843181849947	0.03021791744401816	-0.00451264732356348
82	0	1273.5	-448.5	35.26450321078299766	-12.41941843181849947	0.02349982845047941	-0.00346394465430485
83	0	1289.5	-448.5	35.70755943655969844	-12.41941843181849947	0.02892028972762260	0.00205689615517312
84	0	1305.5	-448.5	36.15061566233629975	-12.41941843181849947	0.03838659766022373	-0.00297346571329078
85	0	1321.5	-448.5	36.59367188811300053	-12.41941843181849947	0.03778246125562310	-0.00277681606049439
86	0	1337.5	-448.5	37.03672811388970132	-12.41941843181849947	0.02998423026665861	-0.00411027331648970
87	0	1353.5	-448.5	37.47978433966640210	-12.41941843181849947	0.03539432689810672	-0.00086253636596756
88	0	1369.5	-448.5	37.92284056544300341	-12.41941843181849947	0.03475711759556577	-0.00173826513364623
89	0	1385.5	-448.5	38.36589679121969709	-12.41941843181849947	0.03880956138788056	0.00022014290925818
90	0	1401.5	-448.5	38.80895301699639788	-12.41941843181849947	-0.00159919448718849	-0.00093293663882040
91	0	1417.5	-448.5	39.25200924277309866	-12.41941843181849947	0.03311418050237289	-0.00355034305811812
92	0	1433.5	-448.5	39.69506546854969997	-12.41941843181849947	0.04365545896695906	-0.00860008056507745
93	0	1449.5	-448.5	40.13812169432640076	-12.41941843181849947	0.04566444663702982	-0.00789016399731450
94	0	1465.5	-448.5	40.58117792010310154	-12.41941843181849947	0.03083027347591044	0.00154248202810245
95	0	1481.5	-448.5	41.02423414587970285	-12.41941843181849947	0.03586691251157760	-0.00686178880642157
96	0	1497.5	-448.5	41.46729037165639653	-12.41941843181849947	0.03471459214606470	-0.00486550248096504
97	0	1513.5	-448.5	41.91034659743309732	-12.41941843181849947	0.02675221381269609	-0.00222055464400579
98	0	1529.5	-448.5	42.35340282320979810	-12.41941843181849947	0.03638111341127456	-0.00491881134990889
99	0	1545.5	-448.5	42.79645904898639941	-12.41941843181849947	0.03691902984792365	-0.00592993091291466
100	0	1561.5	-448.5	43.23951527476310019	-12.41941843181849947	0.03623229805752350	-0.00479115432736247
101	0	1577.5	-448.5	43.68257150053980098	-12.41941843181849947	-0.00076901341466088	-0.00002457152190138
102	0	1593.5	-448.5	44.12562772631650176	-12.41941843181849947	-0.00087366290927863	0.00072471803594955
103	0	1609.5	-448.5	44.56868395209310307	-12.41941843181849947	0.03350571238885733	0.00518220317330798
104	0	1625.5	-448.5	45.01174017786979675	-12.41941843181849947	0.03335007276515797	0.00572551919456296
105	0	1641.5	-448.5	45.45479267835619908	-12.41941843181849947	0.03218166784305822	0.00623668815808375
106	0	1657.5	-448.5	45.89784890413280039	-12.41941843181849947	0.02283084896747942	0.00006746323119563
107	0	1673.5	-448.5	46.34090512990950117	-12.41941843181849947	0.02817048560469899	-0.00026458127853452
108	0	1689.5	-448.5	46.78396135568620195	-12.41941843181849947	-0.00149940775474258	0.00495913308460784
109	0	1705.5	-448.5	47.22701758146290274	-12.41941843181849947	0.02285082743172177	0.00004106092209372
110	0	1721.5	-448.5	47.67007380723949694	-12.41941843181849947	0.02771977622698878	-0.00308785825814239
111	0	1737.5	-448.5	48.11313003301619773	-12.41941843181849947	-0.00119825195407818	0.00406084857883060
112	0	1753.5	-448.5	48.55618625879289851	-12.41941843181849947	0.02817353604367206	-0.00222829885153617
113	0	1769.5	-448.5	48.99924248456949982	-12.41941843181849947	0.02800034635206815	0.00456139609171704
114	0	1785.5	-448.5	49.44229871034620061	-12.41941843181849947	0.02902276280703986	0.00501364269394045
115	0	1801.5	-448.5	49.88535493612290139	-12.41941843181849947	-0.00233568900525326	0.00382149555344968
116	0	1817.5	-448.5	50.32841116189960218	-12.41941843181849947	-0.00237486474856014	0.00316612120603372
117	0	1833.5	-448.5	50.77146738767620349	-12.41941843181849947	0.02624771151187737	0.00054797023405841
118	0	1849.5	-448.5	51.21452361345289717	-12.41941843181849947	0.00488982089441150	0.00147025838782251
0	1	-38.5	-432.5	-1.06610392685980004	-11.97636220604180046	NaN	NaN
1	1	-22.5	-432.5	-0.62304775929078504	-11.97636220604180046	-0.00617885752783518	-0.00232302152300245
2	1	-6.5	-432.5	-0.17999157716985800	-11.97636220604180046	-0.00572635967849728	-0.00143036036188885
3	1	9.5	-432.5	0.26306460495106898	-11.97636220604180046	-0.00533054404455892	-0.00085403634155467
4	1	25.5	-432.5	0.70612080162391100	-11.97636220604180046	-0.00490157816055997	-0.00094775168695052
5	1	41.5	-432.5	1.14917696919291989	-11.97636220604180046	-0.00471882863775255	-0.00116122602181512
6	1	57.5	-432.5	1.59223307855426999	-11.97636220604180046	-0.00275444229628034	-0.00169127040025897
7	1	73.5	-432.5	2.03528930433094990	-11.97636220604180046	-0.00267467397879803	-0.00189493521521383
8	1	89.5	-432.5	2.47834553010762004	-11.97636220604180046	-0.00241723496474624	-0.00193130846494965
9	1	105.5	-432.5	2.92140175588429019	-11.97636220604180046	-0.00214921422626493	-0.00239721496496063
10	1	121.5	-432.5	3.36445774883031978	-11.97636220604180046	-0.00246943002078807	-0.00328512998038793
11	1	137.5	-432.5	3.80751397460698993	-11.97636220604180046	-0.00153562569192234	-0.00313894599905240
12	1	153.5	-432.5	4.25057020038365962	-11.97636220604180046	-0.00094485925473093	-0.00296110731135084
13	1	169.5	-432.5	4.69362642616033998	-11.97636220604180046	-0.00020477631995985	-0.00226879102723785
14	1	185.5	-432.5	5.13668265193700968	-11.97636220604180046	0.00052036157825992	-0.00197230477252972
15	1	201.5	-432.5	5.57973887771368027	-11.97636220604180046	0.00060300978145432	-0.00220450179830393
16	1	217.5	-432.5	6.02279510349034997	-11.97636220604180046	0.00043581786191855	-0.00377620873650848
17	1	233.5	-432.5	6.46585086360574035	-11.97636220604180046	0.00009975331911539	-0.00582585586024308
18	1	249.5	-432.5	6.90890708938241005	-11.97636220604180046	-0.00095834364668880	-0.00747814901615074
19	1	265.5	-432.5	7.35196331515907975	-11.97636220604180046	-0.00182073186811814	-0.00664044327479852
20	1	281.5	-432.5	7.79501954093575034	-11.97636220604180046	-0.00283439894344371	-0.00568795468695669
21	1	297.5	-432.5	8.23807530105113983	-11.97636220604180046	-0.00289391931090932	-0.00511342607184645
22	1	313.5	-432.5	8.68113152682781042	-11.97636220604180046	-0.00281558182355656	-0.00420298888683160
23	1	329.5	-432.5	9.12418775260447923	-11.97636220604180046	-0.00185494962786464	-0.00406255701694725
24	1	345.5	-432.5	9.56724397838116047	-11.97636220604180046	-0.00136098292985350	-0.00376878543025766
25	1	361.5	-432.5	10.01030020415780086	-11.97636220604180046	-0.00134044733464370	-0.00364011742994678
26	1	377.5	-432.5	10.45335642993449987	-11.97636220604180046	-0.00067359960232013	-0.00318237487633490
27	1	393.5	-432.5	10.89641265571120066	-11.97636220604180046	0.00011907730139717	-0.00169555668342809
28	1	409.5	-432.5	11.33946888148780019	-11.97636220604180046	0.00091858462285144	-0.00094494192961196
29	1	425.5	-432.5	11.78252510726449920	-11.97636220604180046	0.00153368877530061	-0.00021526602566196
30	1	441.5	-432.5	12.22558133304119998	-11.97636220604180046	0.00205754957450361	0.00034344661066484
31	1	457.5	-432.5	12.66863755881790077	-11.97636220604180046	0.00229652963844039	0.00111378120558309
32	1	473.5	-432.5	13.11169378459450030	-11.97636220604180046	0.00255555030484878	0.00137075626299421
33	1	489.5	-432.5	13.55475001037119931	-11.97636220604180046	0.00259393548611436	0.00181032354962919
34	1	505.5	-432.5	13.99780623614790009	-11.97636220604180046	0.00260097288820804	0.00217278462353738
35	1	521.5	-432.5	14.44086246192460088	-11.97636220604180046	0.00259840125037506	0.00200654815356523
36	1	537.5	-432.5	14.88391868770120041	-11.97636220604180046	0.00211274390618157	0.00182011141030491
37	1	553.5	-432.5	15.32697491347789942	-11.97636220604180046	0.00191136625351057	0.00155935523173736
38	1	569.5	-432.5	15.77003113925460021	-11.97636220604180046	0.00169620289459884	0.00132860158260020
39	1	585.5	-432.5	16.21308736503119974	-11.97636220604180046	0.00104856756318307	0.00103657514907027
40	1	601.5	-432.5	16.65614359080790052	-11.97636220604180046	0.00065908540623312	0.00088504014831820
41	1	617.5	-432.5	17.09919981658460131	-11.97636220604180046	0.00055700365342759	0.00097692528844036
42	1	633.5	-432.5	17.54225604236129854	-11.97636220604180046	0.00045728021481033	0.00116437242176031
43	1	649.5	-432.5	17.98531226813789985	-11.97636220604180046	0.00055856410878993	0.00163752195451955
44	1	665.5	-432.5	18.42836849391460063	-11.97636220604180046	0.00056384526396994	0.00284047303789802
45	1	681.5	-432.5	18.87142471969130142	-11.97636220604180046	0.00034817951648401	0.00404110037601810
46	1	697.5	-432.5	19.31448094546789918	-11.97636220604180046	0.00005685944307232	0.00538551940666381
47	1	713.5	-432.5	19.75753717124459996	-11.97636220604180046	-0.00048660665257185	0.00666497314972384
48	1	729.5	-432.5	20.20059339702130075	-11.97636220604180046	-0.00143230388193559	0.00768407180625096
