>>*HEADER*<<
FileID:DSExport.TAB
Version:2
GridSize:{Width=119, Height=74}
Originator:7.Project 2024-11-28 14:55:45.Run 16:28:51.Adaptive PIV
CameraInfo:GenTLCamera.0
TimeStamp:#9, 0.050 s
>>*DATA*<<
X[-]	Y[-]	X (pix)[pix]	Y (pix)[pix]	X (mm)[mm]	Y (mm)[mm]	U pix[pix]	V pix[pix]	U[m/s]	V[m/s]	W[m/s]	Length[m/s]	IA Width[pix]	IA Height[pix]	Peak height 1[-]	Peak height 2[-]	Peak height ratio[-]	Peak width 1[pix]	Peak width 2[pix]	Status[-]
0	0	-38.5	-448.5	-1.0661039268598	-12.4194184318185	-0.0318424440920353	-0.406509935855865	-0.000141107007547843	-0.00180141324646102	0	0.00180693134128122	64	64	0.657826781272888	0.142267525196075	4.623871683761	2.75134325027466	2.41372156143188	0
1	0	-22.5	-448.5	-0.623047759290785	-12.4194184318185	-0.0217661242932081	-0.370437860488892	-9.64546771614572E-05	-0.00164156299764337	0	0.00164439428969399	64	64	0.647064328193665	0.0857667550444603	7.54446554330096	2.76707696914673	3.7600314617157	0
2	0	-6.5	-448.5	-0.179991577169858	-12.4194184318185	-0.0097331702709198	-0.342313349246979	-4.31316932492206E-05	-0.0015169316845249	0	0.0015175447533691	64	64	0.66067773103714	0.0805695131421089	8.20009585848971	2.63466238975525	2.80452227592468	0
3	0	9.5	-448.5	0.263064604951069	-12.4194184318185	-0.0336846001446247	-0.225355669856071	-0.000149270361066365	-0.000998643951934703	0	0.00100973827471709	64	64	0.645588755607605	0.0789057910442352	8.18176647193972	2.6633665561676	3.41816973686218	0
4	0	25.5	-448.5	0.706120801623911	-12.4194184318185	-0.022674297913909	-0.0949107334017754	-0.000100479169175342	-0.000420588618630739	0	0.000432424385944965	64	64	0.678581714630127	0.0987292602658272	6.8731570843644	2.77180361747742	2.65300297737122	0
5	0	41.5	-448.5	1.14917696919292	-12.4194184318185	0.00335228769108653	-0.00193159864284098	1.48553698692685E-05	-8.55971053876928E-06	0	1.71449893105913E-05	64	64	0.79432874917984	0.117517679929733	6.75922762987483	2.54884147644043	2.4651210308075	0
6	0	57.5	-448.5	1.59223307855427	-12.4194184318185	0.00417972588911653	-0.00145181408151984	1.85220899149197E-05	-6.43358719471936E-06	0	1.96076224721007E-05	64	64	0.832840085029602	0.193240523338318	4.3098625000694	2.61418700218201	1.85986304283142	0
7	0	73.5	-448.5	2.03528930433095	-12.4194184318185	0.0197587758302689	0.0077705979347229	8.75592879164472E-05	3.44347254958504E-05	0	9.40870831751621E-05	64	64	0.853866279125214	0.18750724196434	4.55377760442768	2.56498384475708	2.12987351417542	0
8	0	89.5	-448.5	2.47834553010762	-12.4194184318185	0.0447731018066406	0.00362427718937397	0.000198408086901541	1.60606675554904E-05	0	0.000199057062146153	64	64	0.868361592292786	0.200007140636444	4.34165295063749	2.56540465354919	1.87757885456085	0
9	0	105.5	-448.5	2.92140175588429	-12.4194184318185	0.0677983909845352	-0.0149178588762879	0.000300442643182009	-6.61071875943263E-05	0	0.000307629553349192	64	64	0.852759659290314	0.138447403907776	6.15944853583794	2.6377592086792	2.03737235069275	0
10	0	121.5	-448.5	3.36445774883032	-12.4194184318185	0.170668855309486	0.0092990817502141	0.000756304113614231	4.12080679147265E-05	0	0.000757425915275595	64	64	0.875015795230865	0.216070547699928	4.04967638831581	2.45152711868286	2.26335191726685	0
11	0	137.5	-448.5	3.80751397460699	-12.4194184318185	0.176106303930283	0.00491419201716781	0.000780399691873176	2.17768123594349E-05	0	0.000780703470360089	64	64	0.884131789207458	0.154870733618736	5.70883709625881	2.66737723350525	2.23210573196411	0
12	0	153.5	-448.5	4.25057020038366	-12.4194184318185	0.199618265032768	0.011236758902669	0.000884590892245979	4.97947148375085E-05	0	0.000885991286791403	64	64	0.87469208240509	0.172086223959923	5.08287102986697	2.65323781967163	2.01950478553772	0
13	0	169.5	-448.5	4.69362642616034	-12.4194184318185	0.206301137804985	0.0204366780817509	0.000914205458765587	9.05633524863682E-05	0	0.000918680217295642	64	64	0.86493581533432	0.132300451397896	6.53766337299191	2.66214442253113	2.52402853965759	0
14	0	185.5	-448.5	5.13668265193701	-12.4194184318185	0.194314643740654	0.0377905890345573	0.00086108835809583	0.000167465691914979	0	0.000877221704255393	64	64	0.823269069194794	0.133946195244789	6.14626692225378	2.83170223236084	2.75511813163757	0
15	0	201.5	-448.5	5.57973887771368	-12.4194184318185	0.548067212104797	0.138868004083633	0.0024287119422011	0.000615381421217115	0	0.00250546123333997	64	64	0.774867296218872	0.214915677905083	3.60544797742067	2.93121767044067	1.96028757095337	0
